Text,Label
@@vgstvgst-qh2hh ya children of one mother <br>One with all facilities<br>And another still fighting for identity,not tulu
Saav the bgm,offensive untargeted
Aye er mare parabe gattadaye,offensive untargeted
"""🚫yebe edde ijji yerla thuvorchi waste of time 🚫",not offensive
"Cool drinks for all the tuluvas,",not tulu
Enchi saavda sangitha mare....,offensive untargeted
"ನಾಗವಲ್ಲಿ,,, ಕಲ್ಪನಾ,,,,,, ರಾ,,, ರಾ,,,",not tulu
"""Any kudlada ppl here",not tulu
Thank you for uploading ....bari gammath ethund,not offensive
"ಎನ್ನ ಫೇವರೇಟ್ ಆರ್ಟಿಸ್ಟ್ನಕುಲು ಇರ್ವೆರ್ಲ👌🏻👌🏻👌🏻""",not tulu
annd mare dada avasthe thinpeni🤭🥱🥱,not offensive
"""You had promised that you'll show Santhu after 1 lac subscribers ...",not tulu
au yer mare 12 jana unlike maldin   ch.......nakulu,not offensive
Olpada Marler Dislike Manthini...?,not offensive
Yaaan saithe Maree banji bene avondunduuuu,not offensive
We want same more videos and more standup comedy show 😍😍🔥,not tulu
Avu takies thule tulu movie support malepule sir ave pora,not offensive
Mari bevarciii Tulu pitcher,offensive untargeted
ಜೈ ತುಳುನಾಡ ಕಲಾವಿದೆರ್,not offensive
KISHOR KUMAR N nik ora ancha hakkenaga gothappunu strategy ya Dada ne,not offensive
@@MithuShibhu uncivilized       gutka eater opened his mouth 🤢,not tulu
TV5 title is wrong.Why are you trying to spread hate with our people.Kannada and Tulu is state language spoken by many people.The Title has to be English Vs Kannada in bus boards.,not tulu
neevu kadooru alli iroda,not tulu
Patermbe Nayi Mella,offensive untargeted
Bathudu uli cha paru😂😂😂,not offensive
ತುಳು ಭಾಷೆ ಅಂತ‌ ಹೇಳಿ ಇಂಗ್ಲಿಷ್ ಭಾಷೆ,not tulu
Pan Ninna amerda,offensive untargeted
R gaadi budondu povondullerra Kar d nukondu povondullera😅,not offensive
"Devergu ....koti chennayer nu comedy manpere ballithundu,,thappu manthar",not offensive
avu enchi saav ninna,offensive targeted
ಯೆಂತ್ ಸಾವಾ...ಪುಕುಲಿ ಮಾಯಾಕ್...,offensive targeted
ಅಜ್ಜ️ mathergla ರಕ್ಷಣೆ ಕೊರ್ಲೆ ️,not offensive
ದೇವೆರೆ samuel na ಮಂಡೆ ತಿಂದಲ್  ಇಂಬಲ್ 😂,not offensive
​@@Unicornshivarajmatalle gottagutte mare yaru chappar anta😂,not tulu
Yeboo a ಜನತಾ ಬಾಯಿ ಯ ಅವು 🫢,not offensive
Tools patthunagane gotthapundu baari malla doctor pandh,not offensive
pucche bega puge padundu molna upadrad🤣😂😂😂😂😭😭😭,not offensive
"Kannada balsu , illa Andre ninu gandu , ninu doda gandu , jai kannada, Tulu nim maneli hitko bosidike ,",not tulu
"Yan thase bottunu.alpa kola dalpa ynklna love athini. Thaseda pettg 2 janala  marl ayina😍😍""",not offensive
Englishchi saavu pankda comedy,offensive targeted
​@@MithuShibhuninmma kande kannada😂😂😂😂,not tulu
ಮೋಕೆಗ್ ಅವಮಾನ...😕💔,not tulu
ನಾಯಿಗೂ ನಿಕ್ಕು ಮಧಿಮೆ ಅತ್ಹುಂಡ,offensive untargeted
Ya bholimagunge artha appundaaa😂,not offensive
​@@nesara106lei gjattada handi sariag kelu. Neev hege state language kannadake first preference kodtiro matte National language hindi. Nav hangene first tulu district language matte kannada matte hindi. Ist arta madlike agalva ninge handi,not tulu
Traffic police nath malla darodekoranakulu yerla ijjer,not offensive
"Sathya ath zoomd ninna mone thojavochi,",not offensive
Kudu baypave pand er panniya nikk,not offensive
Yenchi saav da blinking,offensive untargeted
ಇದು ಯಾವುದೆೇ ಭಾಷೆಯ ವಿರುದ್ಧ ಮಾಡಿದ ವಿಡಿಯೋ ಅಲ್ಲ ಒಬ್ಬ ಕನ್ನಡಿಗನಾಗಿ ಕರ್ನಾಟಕದ ಏಳಿಗೆಗೆ ಎಷ್ಟು ಕನಸ್ಸನ್ನ ಕಂಡಿರೊವೆನೊ ಅಷ್ಟೇ ನಮ್ಮ ತನವನ್ನ (ಕನ್ನಡ ಭಾಷೆ ಅಷ್ಟೆ ಅಲ್ಲದೆ  ಕರ್ನಾಟಕದ ವಿವಿಧ ಭಾಷೆಗಳ ಅಸ್ಮಿತೆಯನ್ನು) ಕಾಪಾಡಿಕೊಂಡು ಹೋಗುವ ಜವಾಬ್ದಾರಿ ನಮ್ಮೆಲ್ಲರದ್ದು ಆಗಿದೆ. ಇದಕ್ಕೆ ಪ್ರತ್ಯೇಕ ರಾಜ್ಯವೇ ಆಗಬೇಕೆಂದಿಲ್ಲ. <br><br>ಎಷ್ಟೋ ಜನರು ತುಳು ಭಾಷೆಯ ಪರವಾಗಿ ನಿಂತು ಕನ್ನಡವನ್ನ ಬಯ್ಯುವುದನ್ನ ಕವಿಯಾರೆ ಕೇಳಿಯೂ ಸುಮ್ಮನಿರಲು ಕಾರಣ ಅವರು ನಮ್ಮವರೆಂದು. ತುಳು ಭಾಷೆಗೆ ಹೆಚ್ಚಿನ ಪ್ರಾಮುಖ್ಯತೆ ಸಿಗಬೇಕೆಂಬುದು ನನ್ನ ಆಸೆಯು ಹೌದು. ಇದಕ್ಕೆ ಬೇಕಾಗಿರುವುದು ಸೂಕ್ಷ್ಮ ಪರಿಹಾರವೆ ಹೊರೆತು ಪ್ರತ್ಯೇಕತೆಯಲ್ಲ🙏<br><br>ಈ ವೀಡಿಯೊ ನಾನು ಉಡುಪಿಗೆ ಹೊಸಬನಾಗಿ ಬಂದಾಗ ಮಾಡಿದ್ದು ಕಾಲ ಕ್ರಮೇಣ ನನಗು ತಿಳಿದಿದೆ ತುಳು ಜನರ ತಳಮಳ ಏನೆಂದು ತಾಯಿ ಭಾಷೆ ಎಲ್ಲದಕ್ಕಿಂತ ಮಿಗಿಲು ಆದರೆ ಇಷ್ಟು ದಿನ ಬಳಸಿದ ಕನ್ನಡ ಭಾಷೆಗೆ ಕೆಲವರ ಅಗೌರವ ತಾಕದಿರಲಿ.🙏,not tulu
fans naklEnglish daaye eeth bodipaapar sir?????,not offensive
@5.41 er va pitcher tood roma ijji panne,not offensive
"@@tulunada_udal No banglore city alone literally pays billions in tax not you people. And how many kannada people work in Tulunadu? Only few minor population work therd they can come back to Karnataka you dont worry Karnataka is one of the richest state in India. There are many cities in karnataka that pay more tax like Hubballi, Mysore, Mandya(which produces agricultural products for whole state) karwar, belgavi etc. You cant come home after breaking it in two parts local people are not going to tolerate if you come for jobs. Whole country north people come to Karnataka for work and better life. You have to think first not us. Tulunadu only has about 12 lakh people its no loss to us but its a hige loss to you. Govt sponsored companies will also leave Tulunadu since its no state anymore.<br><br>And do you know how many manglore people live in banglore and mysore??? Do you have any idea?? Do some research brother.<br><br>You fight for tulu language future and respect but don&#39;t talk about breaking the state nobody Will like it. Then again in tulunadu konkani and byari will fight you break again??<br><br><br>These talks are useless brother, i myself live in Udupi and have so many tulu friends love the culture and many things. Just like me there are so many tulu speakers in banglore and north Karnataka dont spread hatred in the name of language.<br><br>Fighting for language and culture is okay but fighting to divide the state is not okay.",not tulu
Bvc Nina pukuli,offensive untargeted
Kannada movie chance..Ayyo karma... Ayya undu daada saavu maraya .....Dubai du podu,offensive untargeted
Sundara bangady ijjinda yaksharasa malpochi annere bore apundu,not offensive
"Hogoo loafer I am also from kundapura,  I support kannada,   😂😂.  You eat get job in Karnataka,  open different parts of our state but you want kannada",not tulu
Uppnena armele hinge mare 😂,not offensive
Kaali song enjoy malthed comments padinda jeevana padalavande..,not offensive
kari pullA😂😂😂😂😂 tulu barpunda kari pulla vasne .....kari saman😂😂😂😂,not offensive
Undu onji story  <br>nija . Yerna paristiti yencha nd paniyare panre apuji 🙏,not offensive
ಸುನಿಲ್ ಓವರ್ ಆಕ್ಟಿಂಗ್ ಅಪ್ಪುಂಡು ಕಮ್ಮಿ  ಮಲ್ಪು ok,not offensive
Mast shoku undu dodda,not offensive
Background music yedde ijji...,not offensive
"""driver ninna amman leppu, 3 rd class""",not offensive
Nina dada ಮಾರಾಯಿತಿ,not offensive
Nina bed room ga katala ante 🤣🤣🤣🤣🤣,not tulu
Nice voice Irena ️️️️,not offensive
Ha ha ha undhu wa picture da shootng🤣🤣🤣🤣shame on u..yedded ippule marre dayeg pardh galate mlth saipar ..,not offensive
Umesh mijar superb,not offensive
The boy was confused😂😂😂,not offensive
Aye ಚಡ್ಡಿಲ paduje,not offensive
Tulunaadg battarnda jagrathe Byavarcile,offensive targeted
Molna onji bojja malth budle marre bega.......Ijjinda e kule inchane bali barpundu,offensive targeted
Amman tulla🤣 Nin,offensive untargeted
Seen padi boka film enek tupini karma..e picture edde iji Inchene pura,offensive targeted
ಮಸ್ತ್ ದಿನ ಆಯಿ ಬೊಕ್ಕ ತೂದ್ ಬಾರಿ ಖುಷಿ ಆಂಡ್,not tulu
"@@zoro4994Hey Mental Soolemagane, Kasaragod Nalli Kannadigaru Edare, Avr Kalitare Ningen Kundiyage Huri No Thulluga",not tulu
​@@Dreamzkk yes bro. i myself from North Karnataka but born and brought up in manglore and i know how these people treat us. <br>everywhere they form thier group and bully kannadigas. they treat us inferior. thry habe superiority complex. they even have rcist words for kannadigas. we never treated them badly. but thier hatred towards kannadigas unimaginable without any reason.,not tulu
Daye Anna Tamil song bgm padunu,offensive untargeted
yenchina thinpun mare inchala😂 nuppu kann d thuvandulaka malpuva atha 😅,not offensive
ಅಬ್ಬಿ ಭಾಷಿ ❤,not tulu
I love umesh mijor  ... Bcs  irna  acting  masth  laik  apundu❤,not offensive
@tulusongs3651  daye toovodu trailer de gotapundu.nama incha bayi muchhinek inchina pura quality ijjande film malpune,not offensive
Jai tulunadu ❤,not offensive
Save marre Chaddi,offensive untargeted
bale thoripule...godde vijayanath vittalag,not offensive
"ಕಂಗ್ ಮದು , ಬುಡುಪುನ ಮನ್ಪುಲೆ sir",not tulu
rt @taulavaspeaks: ವೋಟ್ ಪಾಡಿನ ಜನಕ್ಲೆಗ್ ಉತ್ತರ ಕೊರ್ಲೆ! ಬಾಯಿ ಬರಂದಿನ ಚೌಕಿದಾರ್ನ್ ಏರ್ಲ ದೆತೊನುಜೆರ್! @nalinkateel @shobhabjp @karkalasunil @umanath…,not offensive
Bada dil hey lal dress ka ❤️,not tulu
Raina saavu Ramanath,offensive targeted
First film budle marre kass dethondu mange malpun daye,not offensive
vikas ijjinda ninna vlog thooyerela ishta aapuji😂,not offensive
ನಿನ್ನ ಲಿಪಿ ಯಾವುದು....? 😂,not tulu
+harish kulal  irna dada avasthe marre,not offensive
markme is best actr,not tulu
Dabba latpotu comidiy,offensive untargeted
"It&#39;s a shame that karnataka is the only state where they discriminate their own state people based on language and also people from other state by harassing and dominating them by language discrimination. Nobody can stop kannada people from talking kannada rather than themselves so stop behaving disrespectful and learn to protect kannada language with love so that other people can can also like karnataka and kannada this behavior will create wrong image of karnataka ,stop overreacting nobody can stop people from speaking their mother tongue language or it cannot be vanished.",not tulu
"rt @taulavaspeaks: where are we heading?!  ಊರ್ದ ಪುದರ್ನ್ ನಮನೆ ಬೊಡಿದ್ಂದಲೆ ಪಗತ್ದ್, ಎಲ್ಲೆ ನಮ್ಮ ಜೋಕುಲೆಗ್ "" ಎಲ್ಲಿ ಉಂಟಾ ನಿನ್ನ ತುಳುನಾಡು? ಎಲ್ಲಾ ಊರು…",not tulu
Pongu athe pank,offensive untargeted
Mareyadi ethunda padduver mare enchi s...v.... Churandala,offensive targeted
What is national language for you?? There isn’t any. I accept Tulu deserves a special place that doesn’t mean Hindi should be pushed ahead of kannada being the administrative language of Karnataka,not tulu
ಭಯಂಕರ ಪುಕುಲಿ .\u200c\u200c.... Heavy pukuli .....,offensive untargeted
Flight tight nice flight without tyres.,not tulu
"My favourite one is jogging ""enchi savuda""",offensive targeted
Love from northern part of karnataka i know tulu ❤ song yeddde undu love from KA 29 ❤,not offensive
Padya Yenchi saav da,offensive untargeted
Yenchi pukuli da song maare,offensive untargeted
Ninage over over and silva idiot,not offensive
Otare malporcchi  onji ending yedde eppad,not offensive
@@MithuShibhu pootin Potla ninna appe,offensive targeted
Thank you Mr. Sharath korg. Please SHARE the video with your friends. :),not tulu
Jai tulunadu ... Tulu will be and always bi first language in Mangalore,not tulu
Not good dala comedy ejji,not offensive
ಆ ಮುಗ್ದ ಬಾಲಕೆ 🤣🤣,not tulu
Mast ode poyer acting.. enchi pettiya kebthandegu,not offensive
yeth add mare sav,offensive untargeted
ಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ..<br><br>ನಿಮ್ಮ ಕಥೆ ಹೇಗಿದೆ ಅಂದ್ರೆ. RCB ಬಿಟ್ಟು ಪಕ್ಕದ್ಮನೆ CSK ಗೆ ಸಪೋರ್ಟ್ ಮಾಡಿದ ಹಾಗೆ ಇದೆ. <br><br>ಅಂಕಲ್ ಮಕ್ಕಳ ಕಥೆನೆ ಇಷ್ಟು.. 😂😂😂<br><br><br>ಕನ್ನಡವೇ ಹಸಿರು ಕನ್ನಡವೇ ಉಸಿರು..💥,not tulu
Inchina edde comedy mast barad niklena channeld,not offensive
Hello.. kitta mulpa ori kottapathinaye thikude.. 🤣🤣,not offensive
@usmanusma267  malayalam ynkulegu artha apoje,not offensive
"Yeah,it is more like a documentary with less comedy...flower lady episode had more information to provide",not tulu
"Adke bengaluru kannada elli ide ivru swanta kannadavnne mari bittidare😂😂😂, naavu tulu andaga avrige hotte uri ashte 😂😂😂",not tulu
"Chorepatt bayamma , edde tantion doora malpina program,",not offensive
She looks so similar to Belly from “The summer I turned pretty” 🤩,not tulu
ತೆಲ್ತ್ ತೆಲ್ತ್  ದ್ ಸಾಕಾಂಡ್ ....ಕನ್ನಡಗ್ ಮಾಲೆ ಪಾಡ್ ನೆ ಎಡ್ಡೆ RIP KANNADA,offensive targeted
"""Mad in kudla next theme try on",not tulu
"""ಪಾದಕ್ಲೆನ ಅರ್ಥ ಸೋಕುಂಡು,, ಆಂಡ ಪದ ಮೊಡೆನಗ ಕನ್ನಡ ಪದಕ್ಲೆನ್ ಮಸ್ತ್ use ಮಲ್ತುದರ್""",not offensive
"Bevarsi word after comma "","" add lol @@sandeshshetty3595",offensive untargeted
"Nimge tulu seperate rajya beka hagadre Manglore Kasargod Madkoli, Udupi Kundapura baralla because most Udupi and Kundapura people speak Kannada and want kannada. after after creating Tulu state dont come to Karnataka for jobs and other things like Kerala people come to karnataka for Jobs. Think everything before you talk its not like sitting in mumbai and wanting Tulunadu state.",not tulu
Laaticharge nd movie la unda maare...🤦‍♀️😅,not offensive
🤦dabbe movie,not offensive
ನಮ್ಮ ಕನ್ನಡ ಭಾಷೆಯನ್ನು ನಾವು ಉಳಿಸಬೇಕು ತುಳು ಮತ್ತೆ ಕನ್ನಡ ಎರಡು ಬೇಕು ಬೇರೆ ಭಾಷೆ ಗಳಿಗೆ ನಾವು ಗೌರವ ಕೊಡಬೇಕು ಆದರೆ ನಮ್ಮ ಕನ್ನಡ ಭಾಷೆಯನ್ನು ಕಡೆಗಣಿಸುವುದು ಸರಿ ಅಲ್ಲ. ಕನ್ನಡಿಗರಾಗಿ ನಮ್ಮ ಕನ್ನಡ ನಮ್ಮ ಹಕ್ಕು. ಭಾಷೆ ಹುಳಿಸುವುದು ನಮ್ಮ ಧರ್ಮ,not tulu
Undu super hitt,not offensive
"ನಾಯಿ.,. ಏತ್ ಮಾರ್ರೆ....",offensive untargeted
Thu yen bevarsi 🤮 nena janmakke,offensive targeted
Next kambula da malpule,not offensive
Tulu nank kannada p**k 😂,offensive untargeted
Magane mahesha movieuplode malpule plss😍,not offensive
Pukuli korka maraya eth bodu pukuli Nik hahahaha pukuli pukuli Boda,offensive untargeted
Barhi yede hundu,not offensive
undu edde ijji breaking news korle,not offensive
abba...ninna onji musunte..😂,not offensive
Team judge na comments seriously detonodu incha non veg jokes yeregala edde apuji .,not offensive
​@@basheerbaccha2735naanu gattadavale aadre nanna mathru bashe Tulu❤,not tulu
Kappu color nu..over aapundu..insult mlpuna,not offensive
"Avenn,..baiedd..paddra...ballieye...ubbeleye😂",not offensive
Bevarashi😁Tulu nank kannada p**k 😂,offensive targeted
​​@@nesara106pombe bvc😂,offensive untargeted
ಎಂಚಿ ಪೊಣ್ಣು ಎಂಚಿ ಅಣು 😂😂😂😂😂😂😂😂😂😂😂,not offensive
@@maheshbirva8943 sari  nav yeng guru herike madana. Kannadigas won&#39;t even migrate to coastal. We have western ghats and fertil plain land. You need to ask your parents/yelders or ur politicians,not tulu
Where do arpith live??,not tulu
"Hi I am Aadnya  keer I am from<br>Maharashtra I am Marathi and I<br>Love tulu , kannada , Tamil , telgu etc . This languages song I  like and South Indian<br>Culture I like I can sing in tulu<br>Kanada etc . South Indian song s.",not tulu
